"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"14114",14257,5448,2023-08-09,371.15,"Specialty Suite","2023-08","2023","08","09"
"14115",14258,2882,2022-02-12,298.16,"Standard","2022-02","2022","02","12"
"14116",14259,4762,2024-04-05,380.18,"Specialty Suite","2024-04","2024","04","05"
"14117",14260,290,2024-06-13,427.95,"Specialty Suite","2024-06","2024","06","13"
"14118",14261,2451,2022-01-15,434.55,"Premier","2022-01","2022","01","15"
"14119",14262,4204,2022-07-08,463.85,"Specialty Suite","2022-07","2022","07","08"
"14120",14263,1866,2022-08-14,222.1,"Suite","2022-08","2022","08","14"
"14121",14264,4950,2022-11-03,327.08,"Standard","2022-11","2022","11","03"
"14122",14265,1155,2023-07-25,350.86,"Specialty Suite","2023-07","2023","07","25"
"14123",14266,1703,2022-10-21,416.08,"Suite","2022-10","2022","10","21"
"14124",14267,7658,2022-10-03,488.44,"Specialty Suite","2022-10","2022","10","03"
"14125",14268,3660,2024-03-06,418.67,"Suite","2024-03","2024","03","06"
"14126",14269,2112,2022-12-27,364.77,"Specialty Suite","2022-12","2022","12","27"
"14127",14270,6959,2022-01-15,310.45,"Specialty Suite","2022-01","2022","01","15"
"14128",14271,2456,2023-08-27,313,"Standard","2023-08","2023","08","27"
"14129",14272,2606,2023-03-19,164.64,"Specialty Suite","2023-03","2023","03","19"
"14130",14273,4330,2022-07-28,481.32,"Suite","2022-07","2022","07","28"
"14131",14274,1156,2024-05-07,367.7,"Premier","2024-05","2024","05","07"
"14132",14275,502,2022-04-15,394.1,"Standard","2022-04","2022","04","15"
"14133",14276,2061,2024-07-13,543.26,"Suite","2024-07","2024","07","13"
"14134",14277,2563,2024-03-24,348.64,"Premier","2024-03","2024","03","24"
"14135",14278,41,2023-11-17,393.7,"Suite","2023-11","2023","11","17"
"14136",14279,1855,2022-02-25,458.11,"Suite","2022-02","2022","02","25"
"14137",14280,3933,2022-10-24,272.82,"Premier","2022-10","2022","10","24"
"14138",14281,312,2023-03-02,342.39,"Specialty Suite","2023-03","2023","03","02"
"14139",14282,5120,2024-07-21,533.26,"Specialty Suite","2024-07","2024","07","21"
"14140",14283,6332,2022-06-12,439.65,"Specialty Suite","2022-06","2022","06","12"
"14141",14284,6484,2022-12-07,321.43,"Suite","2022-12","2022","12","07"
"14142",14285,3802,2022-05-10,442.48,"Specialty Suite","2022-05","2022","05","10"
"14143",14286,3195,2022-08-06,239.49,"Specialty Suite","2022-08","2022","08","06"
"14144",14287,1347,2024-01-19,466.29,"Specialty Suite","2024-01","2024","01","19"
"14145",14288,4748,2022-04-19,309.79,"Standard","2022-04","2022","04","19"
"14146",14289,4258,2022-08-30,373.78,"Standard","2022-08","2022","08","30"
"14147",14290,153,2022-03-22,386.6,"Standard","2022-03","2022","03","22"
"14148",14291,4820,2022-07-20,340.33,"Standard","2022-07","2022","07","20"
"14149",14292,5287,2022-12-21,347.79,"Specialty Suite","2022-12","2022","12","21"
"14150",14293,3835,2023-03-09,450.7,"Specialty Suite","2023-03","2023","03","09"
"14151",14294,5192,2022-09-29,415.66,"Suite","2022-09","2022","09","29"
"14152",14295,3680,2024-04-09,421.76,"Specialty Suite","2024-04","2024","04","09"
"14153",14296,6319,2022-06-14,535.86,"Suite","2022-06","2022","06","14"
"14154",14297,2228,2023-07-19,300.74,"Specialty Suite","2023-07","2023","07","19"
"14155",14298,3779,2024-07-26,402.05,"Suite","2024-07","2024","07","26"
"14156",14299,4856,2023-10-23,551.95,"Standard","2023-10","2023","10","23"
"14157",14300,6697,2020-08-08,299.19,"Specialty Suite","2020-08","0008","08","20"
"14158",14301,84,2022-04-10,412.68,"Standard","2022-04","2022","04","10"
"14159",14302,5156,2024-05-11,451.65,"Specialty Suite","2024-05","2024","05","11"
"14160",14303,34,2022-02-18,412.42,"Specialty Suite","2022-02","2022","02","18"
"14161",14304,919,2023-12-23,352.95,"Specialty Suite","2023-12","2023","12","23"
"14162",14305,1049,2022-06-16,314.23,"Standard","2022-06","2022","06","16"
"14163",14306,3383,2022-03-15,305.21,"Standard","2022-03","2022","03","15"
"14164",14307,5968,2024-03-08,337.48,"Standard","2024-03","2024","03","08"
"14165",14308,6010,2022-09-04,345.68,"Premier","2022-09","2022","09","04"
"14166",14309,3879,2024-06-02,281.96,"Specialty Suite","2024-06","2024","06","02"
"14167",14310,2532,2022-02-02,262.19,"Suite","2022-02","2022","02","02"
"14168",14311,4820,2022-08-21,354.02,"Specialty Suite","2022-08","2022","08","21"
"14169",14312,1026,2023-04-09,351.24,"Suite","2023-04","2023","04","09"
"14170",14313,1358,2022-12-05,326.17,"Specialty Suite","2022-12","2022","12","05"
"14171",14314,7350,2023-02-24,270.31,"Premier","2023-02","2023","02","24"
"14172",14315,837,2022-07-18,389.31,"Specialty Suite","2022-07","2022","07","18"
"14173",14316,939,2023-05-03,402.17,"Specialty Suite","2023-05","2023","05","03"
"14174",14317,3955,2022-06-16,456.26,"Suite","2022-06","2022","06","16"
"14175",14318,3111,2023-03-14,396.9,"Premier","2023-03","2023","03","14"
"14176",14319,88,2022-07-26,324.73,"Premier","2022-07","2022","07","26"
"14177",14320,433,2024-05-26,376.61,"Standard","2024-05","2024","05","26"
"14178",14321,4169,2024-05-03,346.9,"Suite","2024-05","2024","05","03"
"14179",14322,2436,2022-06-12,495.82,"Suite","2022-06","2022","06","12"
"14180",14323,7417,2022-04-03,317.24,"Standard","2022-04","2022","04","03"
"14181",14324,2598,2022-01-07,369.68,"Specialty Suite","2022-01","2022","01","07"
"14182",14325,2589,2023-06-13,334.73,"Standard","2023-06","2023","06","13"
"14183",14326,4515,2022-09-02,285.9,"Suite","2022-09","2022","09","02"
"14184",14327,2784,2023-05-18,314.25,"Suite","2023-05","2023","05","18"
"14185",14328,3528,2024-06-21,411.42,"Suite","2024-06","2024","06","21"
"14186",14329,2011,2023-09-06,457.53,"Specialty Suite","2023-09","2023","09","06"
"14187",14330,4529,2022-07-16,324.45,"Premier","2022-07","2022","07","16"
"14188",14331,7173,2023-04-21,254.08,"Premier","2023-04","2023","04","21"
"14189",14332,2930,2024-03-21,366.3,"Standard","2024-03","2024","03","21"
"14190",14333,3773,2023-05-18,290.59,"Specialty Suite","2023-05","2023","05","18"
"14191",14334,1934,2022-12-13,283.61,"Specialty Suite","2022-12","2022","12","13"
"14192",14335,6299,2023-12-13,381,"Specialty Suite","2023-12","2023","12","13"
"14193",14336,4933,2022-01-03,195.96,"Suite","2022-01","2022","01","03"
"14194",14337,3846,2022-03-16,318.32,"Premier","2022-03","2022","03","16"
"14195",14338,460,2023-05-30,380.52,"Premier","2023-05","2023","05","30"
"14196",14339,1467,2022-02-10,318.04,"Premier","2022-02","2022","02","10"
"14197",14340,547,2023-12-10,367.1,"Suite","2023-12","2023","12","10"
"14198",14341,1896,2023-06-18,311.07,"Specialty Suite","2023-06","2023","06","18"
"14199",14342,4196,2023-10-11,343.91,"Specialty Suite","2023-10","2023","10","11"
"14200",14343,3814,2022-09-10,393.77,"Premier","2022-09","2022","09","10"
"14201",14344,1980,2023-07-27,412.1,"Premier","2023-07","2023","07","27"
"14202",14345,4939,2022-11-12,467.21,"Specialty Suite","2022-11","2022","11","12"
"14203",14346,6372,2022-02-11,398.01,"Premier","2022-02","2022","02","11"
"14204",14347,3606,2022-07-28,245.81,"Premier","2022-07","2022","07","28"
"14205",14348,4941,2023-04-08,279.94,"Standard","2023-04","2023","04","08"
"14206",14349,1514,2024-05-18,390.3,"Specialty Suite","2024-05","2024","05","18"
"14207",14350,1511,2023-05-08,312.74,"Specialty Suite","2023-05","2023","05","08"
"14208",14351,5770,2024-05-15,232.12,"Premier","2024-05","2024","05","15"
"14209",14352,7842,2023-07-28,319.09,"Specialty Suite","2023-07","2023","07","28"
"14210",14353,7520,2023-06-15,275.74,"Standard","2023-06","2023","06","15"
"14211",14354,1601,2023-08-08,444.31,"Suite","2023-08","2023","08","08"
"14212",14355,4716,2024-05-14,350.6,"Specialty Suite","2024-05","2024","05","14"
"14213",14356,7131,2023-08-23,333.17,"Premier","2023-08","2023","08","23"
"14214",14357,4875,2022-03-06,335.88,"Suite","2022-03","2022","03","06"
"14215",14358,4053,2023-09-20,432.94,"Suite","2023-09","2023","09","20"
"14216",14359,2386,2022-02-22,355.19,"Premier","2022-02","2022","02","22"
"14217",14360,2947,2022-06-01,369.36,"Suite","2022-06","2022","06","01"
"14218",14361,1573,2022-12-30,445.05,"Specialty Suite","2022-12","2022","12","30"
"14219",14362,5039,2023-07-17,330.69,"Suite","2023-07","2023","07","17"
"14220",14363,2935,2022-12-08,400.25,"Premier","2022-12","2022","12","08"
"14221",14364,6586,2023-04-02,294.06,"Standard","2023-04","2023","04","02"
"14222",14365,7782,2020-05-26,450.27,"Specialty Suite","2020-05","0026","05","20"
"14223",14366,5395,2024-03-27,397.77,"Standard","2024-03","2024","03","27"
"14224",14367,3982,2022-06-16,314.48,"Specialty Suite","2022-06","2022","06","16"
"14225",14368,773,2024-01-30,425.37,"Suite","2024-01","2024","01","30"
"14226",14369,7135,2022-09-17,302.89,"Specialty Suite","2022-09","2022","09","17"
"14227",14370,6551,2023-04-08,471,"Suite","2023-04","2023","04","08"
"14228",14371,4858,2024-07-18,338.12,"Premier","2024-07","2024","07","18"
"14229",14372,4702,2023-03-27,347.88,"Standard","2023-03","2023","03","27"
"14230",14373,6123,2024-02-04,194.64,"Premier","2024-02","2024","02","04"
"14231",14374,1441,2022-05-05,211.83,"Specialty Suite","2022-05","2022","05","05"
"14232",14375,4478,2023-03-12,381.99,"Premier","2023-03","2023","03","12"
"14233",14376,1631,2020-10-11,253.31,"Standard","2020-10","0011","10","20"
"14234",14377,4707,2022-06-26,350.96,"Specialty Suite","2022-06","2022","06","26"
"14235",14378,4413,2023-08-21,309.37,"Suite","2023-08","2023","08","21"
"14236",14379,5176,2024-04-20,320.9,"Premier","2024-04","2024","04","20"
"14237",14380,7362,2023-10-16,369.74,"Premier","2023-10","2023","10","16"
"14238",14381,1916,2023-08-25,450.32,"Suite","2023-08","2023","08","25"
"14239",14382,3329,2022-08-19,424.3,"Premier","2022-08","2022","08","19"
"14240",14383,1234,2023-08-03,288.6,"Specialty Suite","2023-08","2023","08","03"
"14241",14384,289,2023-11-13,454.2,"Suite","2023-11","2023","11","13"
"14242",14385,6493,2024-07-13,305.26,"Specialty Suite","2024-07","2024","07","13"
"14243",14386,2939,2020-08-29,280.52,"Standard","2020-08","0029","08","20"
"14244",14387,2333,2024-04-13,367.43,"Specialty Suite","2024-04","2024","04","13"
"14245",14388,7241,2022-10-26,292.24,"Specialty Suite","2022-10","2022","10","26"
"14246",14389,5385,2022-08-15,459.3,"Presidential","2022-08","2022","08","15"
"14247",14390,2216,2022-03-18,383.03,"Standard","2022-03","2022","03","18"
"14248",14391,6771,2020-11-04,512.05,"Suite","2020-11","0004","11","20"
"14249",14392,7144,2023-06-01,266.79,"Premier","2023-06","2023","06","01"
"14250",14393,6856,2024-01-31,281.73,"Standard","2024-01","2024","01","31"
"14251",14394,872,2022-09-14,335.59,"Specialty Suite","2022-09","2022","09","14"
"14252",14395,2822,2023-07-04,367.38,"Specialty Suite","2023-07","2023","07","04"
"14253",14396,3155,2024-07-27,341.73,"Premier","2024-07","2024","07","27"
"14254",14397,3262,2022-02-09,501.47,"Premier","2022-02","2022","02","09"
"14255",14398,4237,2022-08-22,397.81,"Standard","2022-08","2022","08","22"
"14256",14399,5071,2023-11-18,330.73,"Premier","2023-11","2023","11","18"
"14257",14400,940,2023-12-31,282.31,"Premier","2023-12","2023","12","31"
"14258",14401,7686,2022-01-31,361.16,"Premier","2022-01","2022","01","31"
"14259",14402,7584,2022-11-06,374.59,"Premier","2022-11","2022","11","06"
"14260",14403,1357,2024-03-27,444.48,"Suite","2024-03","2024","03","27"
"14261",14404,2008,2022-10-27,206.52,"Standard","2022-10","2022","10","27"
"14262",14405,7710,2024-02-27,352.31,"Premier","2024-02","2024","02","27"
"14263",14406,4496,2023-10-07,387.28,"Premier","2023-10","2023","10","07"
"14264",14407,1182,2022-12-22,399.99,"Premier","2022-12","2022","12","22"
"14265",14408,4298,2020-05-30,325.27,"Standard","2020-05","0030","05","20"
"14266",14409,3757,2022-04-19,356.17,"Premier","2022-04","2022","04","19"
"14267",14410,3780,2022-10-10,311.4,"Premier","2022-10","2022","10","10"
"14268",14411,1050,2024-06-24,307.02,"Premier","2024-06","2024","06","24"
"14269",14412,876,2023-10-14,407.09,"Specialty Suite","2023-10","2023","10","14"
"14270",14413,2684,2022-02-16,309.42,"Specialty Suite","2022-02","2022","02","16"
"14271",14414,6500,2024-01-02,390.55,"Standard","2024-01","2024","01","02"
"14272",14415,1855,2024-04-23,249.09,"Specialty Suite","2024-04","2024","04","23"
"14273",14416,1533,2023-01-31,243.47,"Standard","2023-01","2023","01","31"
"14274",14417,1923,2022-03-26,345.88,"Suite","2022-03","2022","03","26"
"14275",14418,5044,2023-07-31,445.29,"Premier","2023-07","2023","07","31"
"14276",14419,5203,2024-01-22,323.83,"Standard","2024-01","2024","01","22"
"14277",14420,3680,2022-02-17,557.85,"Suite","2022-02","2022","02","17"
"14278",14421,3257,2024-05-13,393.54,"Standard","2024-05","2024","05","13"
"14279",14422,5879,2023-10-28,279.89,"Standard","2023-10","2023","10","28"
"14280",14423,2270,2020-03-06,341.77,"Specialty Suite","2020-03","0006","03","20"
"14281",14424,5904,2022-08-12,284.98,"Specialty Suite","2022-08","2022","08","12"
"14282",14425,7453,2022-09-07,286.39,"Premier","2022-09","2022","09","07"
"14283",14426,1782,2024-03-07,357.25,"Standard","2024-03","2024","03","07"
"14284",14427,187,2020-12-17,212.71,"Standard","2020-12","0017","12","20"
"14285",14428,4422,2022-08-31,295.71,"Standard","2022-08","2022","08","31"
"14286",14429,505,2022-06-07,496.81,"Suite","2022-06","2022","06","07"
"14287",14430,2171,2023-09-28,336.22,"Premier","2023-09","2023","09","28"
"14288",14431,7781,2022-10-04,341.4,"Premier","2022-10","2022","10","04"
"14289",14432,3161,2022-03-22,368.16,"Premier","2022-03","2022","03","22"
"14290",14433,6078,2023-04-23,364.95,"Specialty Suite","2023-04","2023","04","23"
"14291",14434,3239,2023-07-31,520.1,"Specialty Suite","2023-07","2023","07","31"
"14292",14435,5573,2024-04-05,472.65,"Suite","2024-04","2024","04","05"
"14293",14436,6648,2024-04-26,367.17,"Specialty Suite","2024-04","2024","04","26"
"14294",14437,180,2023-03-22,446.57,"Specialty Suite","2023-03","2023","03","22"
"14295",14438,3025,2022-11-10,212.04,"Specialty Suite","2022-11","2022","11","10"
"14296",14439,2762,2022-01-23,365.8,"Suite","2022-01","2022","01","23"
"14297",14440,6488,2022-10-02,319.15,"Premier","2022-10","2022","10","02"
"14298",14441,6761,2024-02-08,481.74,"Specialty Suite","2024-02","2024","02","08"
"14299",14442,598,2024-01-04,295.75,"Specialty Suite","2024-01","2024","01","04"
"14300",14443,5554,2024-04-12,370.26,"Specialty Suite","2024-04","2024","04","12"
"14301",14444,2934,2022-08-09,500.48,"Suite","2022-08","2022","08","09"
"14302",14445,3830,2023-04-10,281.67,"Standard","2023-04","2023","04","10"
"14303",14446,2127,2023-09-10,416.98,"Suite","2023-09","2023","09","10"
"14304",14447,3850,2022-08-02,231.46,"Standard","2022-08","2022","08","02"
"14305",14448,4754,2024-02-01,356.29,"Specialty Suite","2024-02","2024","02","01"
"14306",14449,5156,2024-01-10,361.09,"Specialty Suite","2024-01","2024","01","10"
"14307",14450,4786,2023-02-28,260.22,"Specialty Suite","2023-02","2023","02","28"
"14308",14451,7104,2023-03-09,342.13,"Suite","2023-03","2023","03","09"
"14309",14452,369,2023-09-10,416.78,"Suite","2023-09","2023","09","10"
"14310",14453,4649,2024-06-03,332.83,"Standard","2024-06","2024","06","03"
"14311",14454,5871,2023-01-31,260.78,"Premier","2023-01","2023","01","31"
"14312",14455,3846,2020-03-22,340,"Specialty Suite","2020-03","0022","03","20"
"14313",14456,2233,2022-05-30,332.33,"Specialty Suite","2022-05","2022","05","30"
"14314",14457,611,2023-06-16,346.71,"Specialty Suite","2023-06","2023","06","16"
"14315",14458,2351,2023-02-27,374.73,"Specialty Suite","2023-02","2023","02","27"
"14316",14459,5106,2023-08-26,334.3,"Premier","2023-08","2023","08","26"
"14317",14460,3502,2022-02-21,251.43,"Specialty Suite","2022-02","2022","02","21"
"14318",14461,4693,2022-02-03,136.51,"Premier","2022-02","2022","02","03"
"14319",14462,6796,2022-09-19,339.09,"Standard","2022-09","2022","09","19"
"14320",14463,1599,2022-02-21,478.45,"Suite","2022-02","2022","02","21"
"14321",14464,3570,2022-12-04,401.84,"Suite","2022-12","2022","12","04"
"14322",14465,2539,2022-08-20,419.76,"Specialty Suite","2022-08","2022","08","20"
"14323",14466,5442,2023-11-23,240.8,"Specialty Suite","2023-11","2023","11","23"
"14324",14467,2210,2023-01-22,253.53,"Suite","2023-01","2023","01","22"
"14325",14468,1151,2022-10-09,336.64,"Premier","2022-10","2022","10","09"
"14326",14469,5276,2022-03-01,186.87,"Standard","2022-03","2022","03","01"
"14327",14470,403,2022-11-10,322.64,"Specialty Suite","2022-11","2022","11","10"
"14328",14471,2503,2020-10-08,444.55,"Standard","2020-10","0008","10","20"
"14329",14472,2974,2023-02-07,366.74,"Premier","2023-02","2023","02","07"
"14330",14473,4414,2023-02-03,442.22,"Specialty Suite","2023-02","2023","02","03"
"14331",14474,3474,2022-12-24,286.89,"Standard","2022-12","2022","12","24"
"14332",14475,2905,2022-10-13,317.04,"Suite","2022-10","2022","10","13"
"14333",14477,1391,2022-01-23,276.19,"Specialty Suite","2022-01","2022","01","23"
"14334",14478,269,2024-06-10,154.76,"Specialty Suite","2024-06","2024","06","10"
"14335",14479,3299,2024-03-23,230.67,"Premier","2024-03","2024","03","23"
"14336",14480,117,2023-05-03,341.09,"Standard","2023-05","2023","05","03"
"14337",14481,5001,2023-02-07,284.74,"Specialty Suite","2023-02","2023","02","07"
"14338",14482,412,2023-01-31,156.01,"Standard","2023-01","2023","01","31"
"14339",14483,6322,2023-06-01,300.05,"Premier","2023-06","2023","06","01"
"14340",14484,3830,2022-05-07,387.32,"Standard","2022-05","2022","05","07"
"14341",14485,5463,2022-01-22,439.63,"Specialty Suite","2022-01","2022","01","22"
"14342",14486,4495,2023-09-01,281.7,"Premier","2023-09","2023","09","01"
"14343",14487,3981,2022-01-27,206.81,"Specialty Suite","2022-01","2022","01","27"
"14344",14488,3610,2022-08-18,304.4,"Premier","2022-08","2022","08","18"
"14345",14489,3229,2022-02-20,285.45,"Specialty Suite","2022-02","2022","02","20"
"14346",14490,4993,2022-01-06,389.92,"Standard","2022-01","2022","01","06"
"14347",14491,3590,2022-12-27,308.26,"Standard","2022-12","2022","12","27"
"14348",14492,1657,2024-02-02,282.11,"Specialty Suite","2024-02","2024","02","02"
"14349",14493,263,2022-04-21,260.93,"Standard","2022-04","2022","04","21"
"14350",14494,6970,2022-08-19,281.8,"Premier","2022-08","2022","08","19"
"14351",14495,1854,2024-03-14,443.24,"Presidential","2024-03","2024","03","14"
"14352",14496,180,2022-04-03,409.43,"Standard","2022-04","2022","04","03"
"14353",14497,5493,2023-04-26,372.58,"Specialty Suite","2023-04","2023","04","26"
"14354",14498,5043,2024-05-22,347.3,"Specialty Suite","2024-05","2024","05","22"
"14355",14499,1379,2023-03-12,332.52,"Standard","2023-03","2023","03","12"
"14356",14500,1518,2020-01-09,313.58,"Specialty Suite","2020-01","0009","01","20"
"14357",14501,4576,2023-10-09,261.72,"Specialty Suite","2023-10","2023","10","09"
"14358",14502,7025,2020-11-23,406.09,"Specialty Suite","2020-11","0023","11","20"
"14359",14503,4838,2022-06-27,360.91,"Suite","2022-06","2022","06","27"
"14360",14504,6499,2024-04-21,459.5,"Suite","2024-04","2024","04","21"
"14361",14505,7505,2022-07-25,438.84,"Specialty Suite","2022-07","2022","07","25"
"14362",14506,4308,2020-06-01,283.65,"Premier","2020-06","0001","06","20"
"14363",14507,7658,2024-01-14,284.62,"Specialty Suite","2024-01","2024","01","14"
"14364",14508,1834,2023-05-22,304.17,"Standard","2023-05","2023","05","22"
"14365",14509,6522,2023-07-07,313.67,"Standard","2023-07","2023","07","07"
"14366",14510,4793,2022-03-02,344.49,"Standard","2022-03","2022","03","02"
"14367",14511,1282,2024-04-29,265.11,"Premier","2024-04","2024","04","29"
"14368",14512,7600,2023-04-16,294.5,"Specialty Suite","2023-04","2023","04","16"
"14369",14513,4160,2023-08-11,402.74,"Suite","2023-08","2023","08","11"
"14370",14514,7820,2022-11-17,347.21,"Specialty Suite","2022-11","2022","11","17"
"14371",14515,5727,2024-06-28,325.97,"Specialty Suite","2024-06","2024","06","28"
"14372",14516,3882,2023-07-15,309.38,"Standard","2023-07","2023","07","15"
"14373",14517,2861,2022-03-05,185.84,"Premier","2022-03","2022","03","05"
"14374",14518,1601,2022-04-04,377.77,"Specialty Suite","2022-04","2022","04","04"
"14375",14519,2749,2024-02-10,515.55,"Specialty Suite","2024-02","2024","02","10"
"14376",14520,7763,2023-04-06,350.96,"Standard","2023-04","2023","04","06"
"14377",14521,4797,2024-01-09,321.92,"Specialty Suite","2024-01","2024","01","09"
"14378",14522,1090,2020-12-31,425.59,"Suite","2020-12","0031","12","20"
"14379",14523,3741,2020-08-30,357.11,"Premier","2020-08","0030","08","20"
"14380",14524,836,2023-08-21,502.18,"Suite","2023-08","2023","08","21"
"14381",14525,7053,2022-10-27,271.35,"Premier","2022-10","2022","10","27"
"14382",14526,5108,2022-04-10,365.23,"Standard","2022-04","2022","04","10"
"14383",14528,3670,2023-09-14,387.25,"Standard","2023-09","2023","09","14"
"14384",14529,3070,2024-01-03,259.82,"Standard","2024-01","2024","01","03"
"14385",14530,2468,2022-01-08,361.24,"Specialty Suite","2022-01","2022","01","08"
"14386",14531,4809,2022-04-01,398.56,"Premier","2022-04","2022","04","01"
"14387",14532,5891,2020-11-18,487.38,"Suite","2020-11","0018","11","20"
"14388",14533,4879,2023-06-27,347.04,"Specialty Suite","2023-06","2023","06","27"
"14389",14534,779,2023-04-06,361.34,"Premier","2023-04","2023","04","06"
"14390",14535,4912,2023-05-09,312.73,"Premier","2023-05","2023","05","09"
"14391",14536,1022,2023-05-01,302.87,"Premier","2023-05","2023","05","01"
"14392",14537,3927,2023-06-16,449.77,"Suite","2023-06","2023","06","16"
"14393",14538,6722,2023-02-07,346.11,"Specialty Suite","2023-02","2023","02","07"
"14394",14539,6790,2022-05-21,448.19,"Specialty Suite","2022-05","2022","05","21"
"14395",14540,5396,2022-07-09,500.28,"Suite","2022-07","2022","07","09"
"14396",14541,168,2023-10-10,479,"Specialty Suite","2023-10","2023","10","10"
"14397",14542,3001,2023-11-15,355.1,"Specialty Suite","2023-11","2023","11","15"
"14398",14543,6047,2022-01-14,311.63,"Premier","2022-01","2022","01","14"
"14399",14544,2110,2023-09-28,329.75,"Standard","2023-09","2023","09","28"
"14400",14545,6731,2022-11-12,409.11,"Suite","2022-11","2022","11","12"
"14401",14546,1290,2023-12-20,319.6,"Specialty Suite","2023-12","2023","12","20"
"14402",14547,4414,2024-07-14,474.28,"Specialty Suite","2024-07","2024","07","14"
"14403",14548,5382,2023-04-27,453.23,"Specialty Suite","2023-04","2023","04","27"
"14404",14549,7347,2020-07-02,228.22,"Specialty Suite","2020-07","0002","07","20"
"14405",14550,3608,2024-07-31,404.15,"Specialty Suite","2024-07","2024","07","31"
"14406",14551,3475,2022-09-02,373.27,"Specialty Suite","2022-09","2022","09","02"
"14407",14552,6919,2023-05-22,401.14,"Specialty Suite","2023-05","2023","05","22"
"14408",14553,5006,2024-06-13,423.14,"Specialty Suite","2024-06","2024","06","13"
"14409",14554,611,2024-01-24,278.2,"Premier","2024-01","2024","01","24"
"14410",14555,7129,2022-07-24,301.85,"Suite","2022-07","2022","07","24"
"14411",14556,1662,2023-08-01,370.17,"Specialty Suite","2023-08","2023","08","01"
"14412",14557,6392,2024-04-22,375.77,"Specialty Suite","2024-04","2024","04","22"
"14413",14558,2314,2022-10-20,317.65,"Suite","2022-10","2022","10","20"
"14414",14559,2640,2023-06-14,326.72,"Standard","2023-06","2023","06","14"
"14415",14560,7434,2022-08-24,379.21,"Premier","2022-08","2022","08","24"
"14416",14561,6940,2024-06-08,271.35,"Premier","2024-06","2024","06","08"
"14417",14562,6026,2023-04-04,339.2,"Standard","2023-04","2023","04","04"
"14418",14563,825,2020-08-10,305.37,"Premier","2020-08","0010","08","20"
"14419",14564,5537,2024-07-28,342.12,"Premier","2024-07","2024","07","28"
"14420",14566,2532,2022-05-13,387.51,"Specialty Suite","2022-05","2022","05","13"
"14421",14567,2450,2024-01-21,361.31,"Standard","2024-01","2024","01","21"
"14422",14568,7829,2023-10-06,496.99,"Suite","2023-10","2023","10","06"
"14423",14569,1621,2020-06-16,300.74,"Specialty Suite","2020-06","0016","06","20"
"14424",14570,6140,2023-02-19,411.31,"Specialty Suite","2023-02","2023","02","19"
"14425",14571,1006,2022-06-13,519.18,"Presidential","2022-06","2022","06","13"
"14426",14572,2008,2023-11-23,525.82,"Suite","2023-11","2023","11","23"
"14427",14573,2483,2024-03-08,370.72,"Premier","2024-03","2024","03","08"
"14428",14574,4579,2023-04-23,315.88,"Specialty Suite","2023-04","2023","04","23"
"14429",14575,5175,2022-05-12,411.59,"Specialty Suite","2022-05","2022","05","12"
"14430",14576,3589,2023-09-19,346.68,"Specialty Suite","2023-09","2023","09","19"
"14431",14577,168,2022-11-19,478,"Suite","2022-11","2022","11","19"
"14432",14578,7584,2022-05-19,332.89,"Suite","2022-05","2022","05","19"
"14433",14579,7513,2023-12-19,335.01,"Premier","2023-12","2023","12","19"
"14434",14580,5047,2023-01-31,388.23,"Standard","2023-01","2023","01","31"
"14435",14581,3193,2023-10-04,440.5,"Suite","2023-10","2023","10","04"
"14436",14582,2476,2024-04-14,241.02,"Specialty Suite","2024-04","2024","04","14"
"14437",14583,2618,2024-04-09,399.01,"Specialty Suite","2024-04","2024","04","09"
"14438",14584,1763,2022-09-17,420.78,"Suite","2022-09","2022","09","17"
"14439",14585,5265,2022-02-03,366.44,"Premier","2022-02","2022","02","03"
"14440",14586,2017,2022-09-11,311.44,"Specialty Suite","2022-09","2022","09","11"
"14441",14587,5625,2023-03-25,311.81,"Specialty Suite","2023-03","2023","03","25"
"14442",14588,958,2022-01-10,248.9,"Specialty Suite","2022-01","2022","01","10"
"14443",14589,6898,2022-01-05,373.91,"Specialty Suite","2022-01","2022","01","05"
"14444",14590,2500,2023-12-18,426.98,"Presidential","2023-12","2023","12","18"
"14445",14591,5388,2022-12-30,360.46,"Standard","2022-12","2022","12","30"
"14446",14592,1015,2023-01-26,303.32,"Specialty Suite","2023-01","2023","01","26"
"14447",14593,5279,2022-12-11,473.17,"Specialty Suite","2022-12","2022","12","11"
"14448",14594,1909,2023-11-16,338.82,"Standard","2023-11","2023","11","16"
"14449",14595,5598,2024-05-13,258.39,"Standard","2024-05","2024","05","13"
"14450",14596,5835,2022-12-16,562.28,"Specialty Suite","2022-12","2022","12","16"
"14451",14597,6356,2022-01-05,377.11,"Premier","2022-01","2022","01","05"
"14452",14598,2648,2024-04-29,341.11,"Premier","2024-04","2024","04","29"
"14453",14599,5934,2022-10-07,228.75,"Specialty Suite","2022-10","2022","10","07"
"14454",14600,5939,2023-03-10,421.65,"Specialty Suite","2023-03","2023","03","10"
"14455",14601,7356,2024-05-31,407.76,"Suite","2024-05","2024","05","31"
"14456",14602,6653,2024-06-30,299.8,"Standard","2024-06","2024","06","30"
"14457",14603,939,2024-05-05,373.25,"Specialty Suite","2024-05","2024","05","05"
"14458",14604,6571,2024-02-08,358.69,"Suite","2024-02","2024","02","08"
