"","CustomerID","X.1","X","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day","Month_Yr_graph","final_category","HighValue"
"3554",1878,6205,6260,2022-11-24,299.35,"Specialty Suite","2022-11","2022","11",24,2022-11-01,"Silver","No"
"11791",6302,1349,1359,2024-02-04,348.45,"Standard","2024-02","2024","02",4,2024-02-01,"Silver","No"
"6767",3635,5795,5846,2023-03-26,352.63,"Premier","2023-03","2023","03",26,2023-03-01,"Silver","No"
"2234",1181,9162,9250,2022-08-22,277.29,"Standard","2022-08","2022","08",22,2022-08-01,"Silver","No"
"4722",2492,13975,14115,2024-03-06,410.5,"Specialty Suite","2024-03","2024","03",6,2024-03-01,"Bronze","No"
"1574",839,4602,4642,2023-12-23,328.7,"Premier","2023-12","2023","12",23,2023-12-01,"Silver","No"
"11534",6162,9293,9381,2022-11-03,489.84,"Specialty Suite","2022-11","2022","11",3,2022-11-01,"Bronze","No"
"3443",1822,14837,14986,2022-08-02,258.59,"Specialty Suite","2022-08","2022","08",2,2022-08-01,"Silver","No"
"5046",2661,3117,3146,2023-10-20,495.53,"Premier","2023-10","2023","10",20,2023-10-01,"Bronze","No"
"10953",5861,9362,9450,2022-07-23,431.75,"Suite","2022-07","2022","07",23,2022-07-01,"Silver","Yes"
"13431",7210,3323,3353,2023-12-16,356.13,"Suite","2023-12","2023","12",16,2023-12-01,"Bronze","No"
"11048",5911,6008,6062,2023-10-20,366.83,"Premier","2023-10","2023","10",20,2023-10-01,"Silver","No"
"2307",1220,6145,6200,2023-09-14,337.86,"Specialty Suite","2023-09","2023","09",14,2023-09-01,"Silver","No"
"3550",1875,227,229,2024-02-11,415.96,"Premier","2024-02","2024","02",11,2024-02-01,"Silver","No"
"12801",6885,4897,4938,2023-06-21,287.66,"Premier","2023-06","2023","06",21,2023-06-01,"Silver","No"
"6953",3734,6612,6673,2023-09-18,263.17,"Standard","2023-09","2023","09",18,2023-09-01,"Silver","No"
"3941",2083,11504,11620,2024-05-20,412.09,"Premier","2024-05","2024","05",20,2024-05-01,"Silver","No"
"3311",1755,10460,10561,2023-03-18,352.88,"Specialty Suite","2023-03","2023","03",18,2023-03-01,"Silver","No"
"7989",4301,9683,9773,2023-10-21,489.53,"Specialty Suite","2023-10","2023","10",21,2023-10-01,"Silver","Yes"
"14607",7858,7498,7567,2024-06-11,459.19,"Specialty Suite","2024-06","2024","06",11,2024-06-01,"Silver","No"
"12906",6938,12176,12295,2022-06-18,410.22,"Presidential","2022-06","2022","06",18,2022-06-01,"Silver","No"
"2145",1129,4437,4476,2023-06-08,280.12,"Specialty Suite","2023-06","2023","06",8,2023-06-01,"Silver","No"
"6479",3472,10619,10721,2024-06-18,390.7,"Premier","2024-06","2024","06",18,2024-06-01,"Bronze","No"
"9400",5046,8321,8398,2022-01-03,413.33,"Premier","2022-01","2022","01",3,2022-01-01,"Silver","No"
"2355",1242,3975,4010,2023-03-20,403.91,"Suite","2023-03","2023","03",20,2023-03-01,"Silver","Yes"
"539",274,11898,12015,2022-04-21,305.47,"Standard","2022-04","2022","04",21,2022-04-01,"Silver","No"
"9395",5044,11547,11663,2023-02-19,361.81,"Premier","2023-02","2023","02",19,2023-02-01,"Silver","No"
"11485",6137,11639,11755,2022-07-21,438.37,"Standard","2022-07","2022","07",21,2022-07-01,"Silver","No"
"292",153,3528,3558,2023-01-16,534.98,"Suite","2023-01","2023","01",16,2023-01-01,"Silver","Yes"
"12318",6606,11974,12091,2020-01-24,400.63,"Presidential","2020-01","2020","01",20,2020-01-01,"Silver","No"
"8916",4780,4345,4382,2023-12-07,435.99,"Premier","2023-12","2023","12",7,2023-12-01,"Silver","No"
"7632",4093,1369,1379,2020-06-17,217.48,"Standard","2020-06","2020","06",20,2020-06-01,"Silver","No"
"421",207,8006,8082,2023-01-12,325.94,"Specialty Suite","2023-01","2023","01",12,2023-01-01,"Silver","No"
"13960",7504,10007,10101,2023-06-26,503.6,"Suite","2023-06","2023","06",26,2023-06-01,"Bronze","No"
"7393",3972,5917,5970,2023-09-07,324.52,"Standard","2023-09","2023","09",7,2023-09-01,"Bronze","No"
"12127",6493,14242,14385,2024-07-13,305.26,"Specialty Suite","2024-07","2024","07",13,2024-07-01,"Bronze","No"
"6927",3721,7037,7103,2022-02-12,339.63,"Specialty Suite","2022-02","2022","02",12,2022-02-01,"Silver","No"
"8372",4501,10840,10945,2023-03-10,372.01,"Specialty Suite","2023-03","2023","03",10,2023-03-01,"Gold","Yes"
"6857",3681,7092,7159,2024-03-22,241.09,"Standard","2024-03","2024","03",22,2024-03-01,"Silver","Yes"
"3099",1637,7654,7724,2024-07-24,444.7,"Suite","2024-07","2024","07",24,2024-07-01,"Gold","Yes"
"2915",1538,4775,4816,2022-10-27,302.01,"Standard","2022-10","2022","10",27,2022-10-01,"Silver","No"
"8903",4772,13208,13340,2022-09-02,333.94,"Premier","2022-09","2022","09",2,2022-09-01,"Silver","No"
"7719",4144,9916,10010,2024-04-11,334.03,"Standard","2024-04","2024","04",11,2024-04-01,"Bronze","No"
"10818",5787,14831,14980,2024-04-27,324.34,"Premier","2024-04","2024","04",27,2024-04-01,"Silver","No"
"9396",5044,9238,9326,2022-01-19,305.9,"Specialty Suite","2022-01","2022","01",19,2022-01-01,"Silver","No"
"12678",6810,5636,5687,2024-07-03,336.75,"Suite","2024-07","2024","07",3,2024-07-01,"Silver","No"
"3558",1880,12224,12344,2022-03-19,287.7,"Premier","2022-03","2022","03",19,2022-03-01,"Silver","No"
"9614",5166,2441,2464,2024-06-11,341.22,"Standard","2024-06","2024","06",11,2024-06-01,"Silver","No"
"10736",5749,13044,13175,2024-01-21,408.2,"Suite","2024-01","2024","01",21,2024-01-01,"Silver","No"
"8971",4811,9788,9880,2024-06-11,411.62,"Specialty Suite","2024-06","2024","06",11,2024-06-01,"Silver","No"
"13942",7489,9722,9812,2023-10-06,457.56,"Specialty Suite","2023-10","2023","10",6,2023-10-01,"Silver","No"
"8190",4413,6527,6588,2023-05-09,246.1,"Standard","2023-05","2023","05",9,2023-05-01,"Silver","No"
"9465",5086,12613,12740,2023-01-05,293,"Standard","2023-01","2023","01",5,2023-01-01,"Gold","Yes"
"13659",7331,10873,10979,2022-07-07,267.2,"Standard","2022-07","2022","07",7,2022-07-01,"Silver","No"
"5119",2710,1642,1653,2020-04-01,325.3,"Premier","2020-04","2020","04",20,2020-04-01,"Bronze","No"
"2431",1282,6374,6432,2022-06-25,378.87,"Suite","2022-06","2022","06",25,2022-06-01,"Silver","No"
"5730",3047,4719,4760,2024-07-07,248.11,"Suite","2024-07","2024","07",7,2024-07-01,"Silver","No"
"4077",2152,9426,9514,2023-11-13,389.65,"Specialty Suite","2023-11","2023","11",13,2023-11-01,"Silver","No"
"844",441,8995,9082,2024-03-27,264.88,"Specialty Suite","2024-03","2024","03",27,2024-03-01,"Silver","No"
"5132",2718,13395,13529,2023-06-24,252.53,"Specialty Suite","2023-06","2023","06",24,2023-06-01,"Silver","No"
"7115",3833,5905,5958,2024-02-01,446.32,"Specialty Suite","2024-02","2024","02",1,2024-02-01,"Silver","Yes"
"8480",4557,14842,14991,2023-12-13,167.64,"Standard","2023-12","2023","12",13,2023-12-01,"Silver","No"
"6313",3377,7571,7640,2022-11-25,571.45,"Suite","2022-11","2022","11",25,2022-11-01,"Silver","No"
"3328",1764,7467,7536,2022-04-07,525.83,"Suite","2022-04","2022","04",7,2022-04-01,"Silver","No"
"9377",5035,4857,4898,2022-01-10,232.24,"Premier","2022-01","2022","01",10,2022-01-01,"Silver","No"
"406",199,1023,1031,2022-03-14,508.43,"Specialty Suite","2022-03","2022","03",14,2022-03-01,"Silver","No"
"7545",4041,14478,14624,2022-05-09,297.46,"Standard","2022-05","2022","05",9,2022-05-01,"Silver","No"
"14006",7530,937,944,2022-11-25,443.75,"Suite","2022-11","2022","11",25,2022-11-01,"Silver","No"
"3967",2098,3,3,2022-11-05,438.01,"Suite","2022-11","2022","11",5,2022-11-01,"Silver","No"
"2439",1287,6984,7049,2024-05-13,307.49,"Premier","2024-05","2024","05",13,2024-05-01,"Silver","No"
"9439",5069,9668,9758,2022-03-14,321.22,"Premier","2022-03","2022","03",14,2022-03-01,"Bronze","No"
"13225",7103,5197,5244,2023-06-27,447.28,"Suite","2023-06","2023","06",27,2023-06-01,"Bronze","No"
"5721",3041,11377,11493,2024-07-12,238.32,"Specialty Suite","2024-07","2024","07",12,2024-07-01,"Silver","No"
"5233",2768,6052,6106,2023-11-12,368.04,"Premier","2023-11","2023","11",12,2023-11-01,"Silver","No"
"12714",6830,11516,11632,2023-03-08,391.56,"Standard","2023-03","2023","03",8,2023-03-01,"Silver","No"
"11878",6353,7000,7065,2022-10-05,367.79,"Premier","2022-10","2022","10",5,2022-10-01,"Bronze","No"
"4476",2372,7982,8057,2024-06-28,376.14,"Standard","2024-06","2024","06",28,2024-06-01,"Silver","No"
"14134",7599,6686,6747,2023-05-10,324.95,"Premier","2023-05","2023","05",10,2023-05-01,"Bronze","No"
"1944",1027,12469,12595,2023-08-06,327.27,"Specialty Suite","2023-08","2023","08",6,2023-08-01,"Silver","No"
"8890",4765,13885,14022,2024-06-02,284.85,"Specialty Suite","2024-06","2024","06",2,2024-06-01,"Silver","Yes"
"4257",2253,4071,4107,2024-03-29,382.57,"Specialty Suite","2024-03","2024","03",29,2024-03-01,"Gold","Yes"
"9002",4830,3406,3436,2023-08-21,328.93,"Premier","2023-08","2023","08",21,2023-08-01,"Bronze","No"
"2611",1375,243,245,2023-08-25,215.74,"Premier","2023-08","2023","08",25,2023-08-01,"Silver","No"
"8718",4676,12599,12726,2023-08-29,329.78,"Standard","2023-08","2023","08",29,2023-08-01,"Bronze","No"
"3802",2010,2600,2625,2023-11-28,264.64,"Premier","2023-11","2023","11",28,2023-11-01,"Silver","No"
"6602",3551,1219,1229,2022-11-03,327.94,"Premier","2022-11","2022","11",3,2022-11-01,"Silver","Yes"
"1532",816,3873,3907,2022-03-02,362.72,"Premier","2022-03","2022","03",2,2022-03-01,"Silver","No"
"3839",2027,2384,2407,2022-08-01,463.66,"Suite","2022-08","2022","08",1,2022-08-01,"Silver","No"
"8344",4490,11288,11403,2023-02-26,342.71,"Standard","2023-02","2023","02",26,2023-02-01,"Silver","Yes"
"5322",2820,10997,11104,2024-07-04,363.72,"Premier","2024-07","2024","07",4,2024-07-01,"Silver","No"
"4671",2467,12426,12550,2022-04-08,451.37,"Suite","2022-04","2022","04",8,2022-04-01,"Silver","No"
"9508",5109,11520,11636,2022-02-25,304.78,"Premier","2022-02","2022","02",25,2022-02-01,"Silver","No"
"6816",3661,2128,2146,2024-06-02,332.01,"Suite","2024-06","2024","06",2,2024-06-01,"Bronze","No"
"12087",6468,1093,1103,2024-07-30,214.21,"Premier","2024-07","2024","07",30,2024-07-01,"Bronze","No"
"5311",2813,4551,4591,2022-09-03,438.37,"Standard","2022-09","2022","09",3,2022-09-01,"Silver","No"
"13627",7314,7841,7916,2022-08-23,513.77,"Suite","2022-08","2022","08",23,2022-08-01,"Silver","No"
"3696",1954,8818,8903,2022-10-14,360.11,"Standard","2022-10","2022","10",14,2022-10-01,"Bronze","No"
"1451",769,1771,1784,2022-12-28,494.47,"Presidential","2022-12","2022","12",28,2022-12-01,"Silver","No"
"11329",6058,1970,1983,2023-06-16,377.84,"Standard","2023-06","2023","06",16,2023-06-01,"Silver","No"
"5693",3024,5428,5476,2023-03-07,395,"Suite","2023-03","2023","03",7,2023-03-01,"Silver","Yes"
"4557",2412,7679,7749,2023-06-26,295.69,"Suite","2023-06","2023","06",26,2023-06-01,"Silver","No"
"2365",1246,1409,1419,2020-04-20,300.75,"Standard","2020-04","2020","04",20,2020-04-01,"Silver","Yes"
"8684",4656,9812,9904,2023-06-03,428.8,"Specialty Suite","2023-06","2023","06",3,2023-06-01,"Silver","No"
"10616",5694,7827,7902,2022-08-12,422.78,"Suite","2022-08","2022","08",12,2022-08-01,"Silver","No"
"6875",3687,10800,10904,2022-09-20,395.96,"Standard","2022-09","2022","09",20,2022-09-01,"Silver","No"
"9498",5105,12931,13060,2023-04-07,290.73,"Specialty Suite","2023-04","2023","04",7,2023-04-01,"Bronze","No"
"2769",1470,12756,12884,2023-05-19,300.03,"Suite","2023-05","2023","05",19,2023-05-01,"Silver","Yes"
"5097",2694,8896,8982,2022-08-28,357.7,"Specialty Suite","2022-08","2022","08",28,2022-08-01,"Silver","No"
"6167",3305,3343,3373,2023-08-22,379.41,"Suite","2023-08","2023","08",22,2023-08-01,"Silver","No"
"7311",3934,2412,2435,2022-10-12,285.47,"Suite","2022-10","2022","10",12,2022-10-01,"Silver","No"
"8627",4630,2366,2389,2022-01-17,399.43,"Specialty Suite","2022-01","2022","01",17,2022-01-01,"Silver","No"
"12565",6736,10936,11043,2024-06-05,356.83,"Premier","2024-06","2024","06",5,2024-06-01,"Bronze","No"
"11014",5890,9321,9409,2024-03-02,313.95,"Premier","2024-03","2024","03",2,2024-03-01,"Silver","No"
"6155",3297,9767,9859,2023-01-27,420.75,"Suite","2023-01","2023","01",27,2023-01-01,"Silver","No"
"2347",1238,11426,11542,2024-01-15,360.73,"Standard","2024-01","2024","01",15,2024-01-01,"Bronze","No"
"6597",3550,7210,7278,2024-05-12,295.33,"Premier","2024-05","2024","05",12,2024-05-01,"Silver","No"
"4760",2509,11441,11557,2023-05-13,427.71,"Suite","2023-05","2023","05",13,2023-05-01,"Bronze","No"
"10347",5551,14090,14233,2022-08-02,283.99,"Specialty Suite","2022-08","2022","08",2,2022-08-01,"Gold","Yes"
"6372",3407,13841,13977,2023-11-27,346.29,"Premier","2023-11","2023","11",27,2023-11-01,"Silver","Yes"
"13958",7502,2615,2640,2022-05-28,474.31,"Standard","2022-05","2022","05",28,2022-05-01,"Silver","No"
"4986",2633,12093,12212,2024-05-12,401.57,"Suite","2024-05","2024","05",12,2024-05-01,"Silver","No"
"358",173,13869,14006,2023-01-19,378.65,"Specialty Suite","2023-01","2023","01",19,2023-01-01,"Silver","Yes"
"13322",7153,12390,12513,2022-09-04,329.62,"Premier","2022-09","2022","09",4,2022-09-01,"Silver","No"
"341",168,3205,3235,2022-10-23,196,"Standard","2022-10","2022","10",23,2022-10-01,"Gold","Yes"
"12289",6587,210,212,2022-06-28,391.09,"Standard","2022-06","2022","06",28,2022-06-01,"Bronze","No"
"5869",3132,1405,1415,2023-04-10,307.74,"Suite","2023-04","2023","04",10,2023-04-01,"Silver","No"
"10881",5825,9734,9824,2022-12-16,401.52,"Suite","2022-12","2022","12",16,2022-12-01,"Silver","No"
"10613",5692,5434,5482,2020-02-10,341.72,"Premier","2020-02","2020","02",20,2020-02-01,"Bronze","No"
"8337",4487,7630,7700,2022-01-01,414.22,"Suite","2022-01","2022","01",1,2022-01-01,"Silver","No"
"6017",3221,8954,9040,2022-05-10,412.26,"Specialty Suite","2022-05","2022","05",10,2022-05-01,"Silver","No"
"9014",4835,2663,2688,2023-09-08,560.02,"Standard","2023-09","2023","09",8,2023-09-01,"Gold","Yes"
"10139",5448,12826,12955,2024-01-25,337.81,"Standard","2024-01","2024","01",25,2024-01-01,"Silver","No"
"6380",3413,11727,11843,2022-11-11,374.2,"Specialty Suite","2022-11","2022","11",11,2022-11-01,"Silver","No"
"7792",4189,7686,7756,2022-04-28,258.09,"Specialty Suite","2022-04","2022","04",28,2022-04-01,"Silver","No"
"12624",6770,5946,5999,2022-03-13,230.59,"Premier","2022-03","2022","03",13,2022-03-01,"Bronze","No"
"11658",6226,1618,1628,2020-09-27,431.71,"Suite","2020-09","2020","09",20,2020-09-01,"Bronze","No"
"9991",5374,696,702,2024-02-23,427.87,"Specialty Suite","2024-02","2024","02",23,2024-02-01,"Bronze","No"
"11035",5903,3900,3934,2023-12-16,440.5,"Presidential","2023-12","2023","12",16,2023-12-01,"Bronze","No"
"6899",3702,11091,11200,2023-07-08,436.98,"Suite","2023-07","2023","07",8,2023-07-01,"Silver","No"
"1223",645,8266,8342,2023-06-18,234.22,"Standard","2023-06","2023","06",18,2023-06-01,"Silver","No"
"6150",3294,8934,9020,2024-02-04,288.62,"Specialty Suite","2024-02","2024","02",4,2024-02-01,"Bronze","No"
"14822",7985,5760,5811,2023-06-01,387.83,"Standard","2023-06","2023","06",1,2023-06-01,"Silver","No"
"12601",6756,6796,6859,2024-07-12,383.56,"Standard","2024-07","2024","07",12,2024-07-01,"Bronze","No"
"7963",4287,7985,8061,2023-02-14,348.62,"Specialty Suite","2023-02","2023","02",14,2023-02-01,"Silver","No"
"9415",5052,2668,2693,2023-01-14,275.62,"Premier","2023-01","2023","01",14,2023-01-01,"Silver","No"
"533",271,675,681,2020-10-23,252.14,"Specialty Suite","2020-10","2020","10",20,2020-10-01,"Bronze","No"
"4166",2206,14072,14215,2023-07-10,421.67,"Specialty Suite","2023-07","2023","07",10,2023-07-01,"Silver","No"
"6631",3568,9378,9466,2022-05-21,426.65,"Premier","2022-05","2022","05",21,2022-05-01,"Silver","No"
"151",78,5884,5936,2023-07-21,539.61,"Suite","2023-07","2023","07",21,2023-07-01,"Silver","Yes"
"7431",3986,4706,4747,2022-11-30,396.54,"Premier","2022-11","2022","11",30,2022-11-01,"Gold","Yes"
"11644",6216,4376,4413,2022-08-18,332.49,"Premier","2022-08","2022","08",18,2022-08-01,"Bronze","No"
"7203",3875,9093,9181,2023-03-02,311.13,"Premier","2023-03","2023","03",2,2023-03-01,"Silver","No"
"10656",5711,4392,4430,2023-03-29,455.05,"Specialty Suite","2023-03","2023","03",29,2023-03-01,"Silver","No"
"1418",752,12970,13100,2024-04-30,310.54,"Premier","2024-04","2024","04",30,2024-04-01,"Silver","Yes"
"2382",1254,11312,11427,2024-02-04,413.16,"Specialty Suite","2024-02","2024","02",4,2024-02-01,"Bronze","No"
"11676",6237,1005,1013,2023-03-15,261.47,"Premier","2023-03","2023","03",15,2023-03-01,"Silver","No"
"2670",1411,8831,8916,2023-10-19,245.2,"Specialty Suite","2023-10","2023","10",19,2023-10-01,"Bronze","No"
"3431",1816,9111,9199,2022-08-28,579.26,"Specialty Suite","2022-08","2022","08",28,2022-08-01,"Silver","No"
"10290",5523,12835,12964,2024-04-28,356.91,"Specialty Suite","2024-04","2024","04",28,2024-04-01,"Silver","No"
"4344",2294,6286,6344,2023-03-02,392.07,"Specialty Suite","2023-03","2023","03",2,2023-03-01,"Gold","Yes"
"8839",4740,5728,5779,2024-01-05,364.5,"Premier","2024-01","2024","01",5,2024-01-01,"Silver","No"
"5818",3091,5568,5618,2022-10-23,424.67,"Standard","2022-10","2022","10",23,2022-10-01,"Silver","No"
"7707",4138,278,280,2022-09-08,466.66,"Specialty Suite","2022-09","2022","09",8,2022-09-01,"Silver","Yes"
"6514",3495,11147,11258,2023-02-17,351.68,"Premier","2023-02","2023","02",17,2023-02-01,"Silver","No"
"10910",5837,3315,3345,2024-02-07,336.55,"Standard","2024-02","2024","02",7,2024-02-01,"Silver","No"
"7055",3787,7674,7744,2023-09-27,376.67,"Suite","2023-09","2023","09",27,2023-09-01,"Silver","No"
"12169",6518,7398,7467,2020-10-14,431.56,"Specialty Suite","2020-10","2020","10",20,2020-10-01,"Silver","No"
"5284",2799,6531,6592,2023-06-19,338.9,"Standard","2023-06","2023","06",19,2023-06-01,"Bronze","No"
"643",332,2570,2594,2022-10-03,356.36,"Premier","2022-10","2022","10",3,2022-10-01,"Bronze","No"
"1203",632,1797,1810,2022-05-23,457.85,"Suite","2022-05","2022","05",23,2022-05-01,"Silver","No"
"4442",2352,11787,11903,2023-07-16,316.11,"Specialty Suite","2023-07","2023","07",16,2023-07-01,"Silver","No"
"8196",4414,12121,12240,2022-03-16,363.92,"Suite","2022-03","2022","03",16,2022-03-01,"Silver","Yes"
"3805",2011,14186,14329,2023-09-06,457.53,"Specialty Suite","2023-09","2023","09",6,2023-09-01,"Silver","No"
"8065",4342,679,685,2022-09-19,359.66,"Premier","2022-09","2022","09",19,2022-09-01,"Silver","No"
"12344",6616,10608,10710,2023-06-26,431.68,"Specialty Suite","2023-06","2023","06",26,2023-06-01,"Silver","No"
"3504",1852,14703,14852,2023-05-28,482.89,"Suite","2023-05","2023","05",28,2023-05-01,"Silver","Yes"
"3679",1944,6083,6137,2022-08-03,476.3,"Specialty Suite","2022-08","2022","08",3,2022-08-01,"Silver","No"
"3205",1693,5165,5209,2022-07-17,350.81,"Specialty Suite","2022-07","2022","07",17,2022-07-01,"Silver","No"
"977",514,13436,13570,2022-11-22,520.12,"Specialty Suite","2022-11","2022","11",22,2022-11-01,"Silver","No"
"9457",5082,2524,2547,2023-10-24,404.96,"Suite","2023-10","2023","10",24,2023-10-01,"Silver","Yes"
"1178",623,7283,7351,2022-11-22,473.45,"Suite","2022-11","2022","11",22,2022-11-01,"Silver","No"
"13399",7193,1869,1882,2023-12-01,267.54,"Standard","2023-12","2023","12",1,2023-12-01,"Silver","No"
"10628",5698,10969,11076,2020-12-16,424.78,"Suite","2020-12","2020","12",20,2020-12-01,"Silver","Yes"
"455",221,4130,4167,2022-03-23,379.28,"Premier","2022-03","2022","03",23,2022-03-01,"Silver","No"
"14769",7949,10471,10572,2022-07-21,319.05,"Specialty Suite","2022-07","2022","07",21,2022-07-01,"Gold","Yes"
"3503",1852,13537,13671,2022-04-01,358.72,"Standard","2022-04","2022","04",1,2022-04-01,"Silver","Yes"
"905",482,5964,6017,2024-02-16,366.87,"Standard","2024-02","2024","02",16,2024-02-01,"Bronze","No"
"13705",7353,9161,9249,2023-03-31,372.26,"Specialty Suite","2023-03","2023","03",31,2023-03-01,"Silver","No"
"13968",7508,8013,8089,2022-03-29,413.91,"Specialty Suite","2022-03","2022","03",29,2022-03-01,"Silver","No"
"9389",5040,8567,8649,2022-10-22,300.64,"Suite","2022-10","2022","10",22,2022-10-01,"Silver","No"
"1366",728,810,816,2020-01-12,359.35,"Standard","2020-01","2020","01",20,2020-01-01,"Silver","No"
"7572",4057,689,695,2022-02-12,453.42,"Specialty Suite","2022-02","2022","02",12,2022-02-01,"Silver","No"
"11208",5997,14583,14730,2022-01-28,302.47,"Standard","2022-01","2022","01",28,2022-01-01,"Silver","No"
"835",436,11068,11177,2024-06-02,429.69,"Specialty Suite","2024-06","2024","06",2,2024-06-01,"Silver","No"
"6108",3273,12396,12519,2020-07-27,425.37,"Specialty Suite","2020-07","2020","07",20,2020-07-01,"Silver","No"
"11343",6065,3621,3653,2022-09-13,317.03,"Specialty Suite","2022-09","2022","09",13,2022-09-01,"Gold","Yes"
"5536",2942,10731,10834,2020-02-18,405.59,"Suite","2020-02","2020","02",20,2020-02-01,"Gold","Yes"
"9417",5053,6585,6646,2024-06-21,389.58,"Standard","2024-06","2024","06",21,2024-06-01,"Bronze","No"
"178",89,12950,13080,2022-06-13,378.38,"Premier","2022-06","2022","06",13,2022-06-01,"Silver","No"
"980",516,6663,6724,2024-06-26,370.27,"Standard","2024-06","2024","06",26,2024-06-01,"Silver","No"
"8778",4706,6155,6210,2023-05-01,254.3,"Premier","2023-05","2023","05",1,2023-05-01,"Silver","No"
"463",226,2799,2826,2022-08-04,354.09,"Specialty Suite","2022-08","2022","08",4,2022-08-01,"Silver","No"
"1016",534,12409,12533,2022-12-14,286.85,"Suite","2022-12","2022","12",14,2022-12-01,"Silver","Yes"
"5305",2810,12546,12672,2024-07-09,259.53,"Premier","2024-07","2024","07",9,2024-07-01,"Silver","No"
"10741",5750,4779,4820,2022-11-21,388.69,"Specialty Suite","2022-11","2022","11",21,2022-11-01,"Silver","No"
"12355",6621,9232,9320,2024-07-27,289.99,"Standard","2024-07","2024","07",27,2024-07-01,"Platinum","Yes"
"10625",5697,8434,8514,2024-07-20,332.72,"Premier","2024-07","2024","07",20,2024-07-01,"Silver","No"
"8057",4340,6456,6515,2023-08-11,351.47,"Specialty Suite","2023-08","2023","08",11,2023-08-01,"Gold","Yes"
"8183",4411,14027,14168,2023-06-16,215.35,"Premier","2023-06","2023","06",16,2023-06-01,"Silver","No"
"10602",5686,1895,1908,2024-07-22,486.26,"Suite","2024-07","2024","07",22,2024-07-01,"Silver","Yes"
"14431",7757,7032,7098,2023-10-05,432.76,"Suite","2023-10","2023","10",5,2023-10-01,"Silver","Yes"
"6789",3647,1146,1156,2022-11-16,579.65,"Specialty Suite","2022-11","2022","11",16,2022-11-01,"Silver","No"
"6315",3378,4906,4947,2024-05-09,416.08,"Presidential","2024-05","2024","05",9,2024-05-01,"Silver","Yes"
"12430",6660,4084,4120,2023-04-22,358.51,"Premier","2023-04","2023","04",22,2023-04-01,"Silver","No"
"8351",4495,10987,11094,2023-04-25,376.98,"Specialty Suite","2023-04","2023","04",25,2023-04-01,"Silver","Yes"
"2084",1097,1294,1304,2024-02-23,353.61,"Premier","2024-02","2024","02",23,2024-02-01,"Bronze","No"
"9059",4859,1027,1035,2023-10-24,486.03,"Presidential","2023-10","2023","10",24,2023-10-01,"Gold","Yes"
"9997",5379,8533,8615,2023-10-02,437.98,"Specialty Suite","2023-10","2023","10",2,2023-10-01,"Silver","No"
"12969",6966,14507,14653,2022-02-14,309.25,"Standard","2022-02","2022","02",14,2022-02-01,"Silver","No"
"12103",6476,5225,5272,2023-07-24,358.26,"Premier","2023-07","2023","07",24,2023-07-01,"Bronze","No"
"3302",1747,6840,6904,2022-02-12,586.97,"Specialty Suite","2022-02","2022","02",12,2022-02-01,"Silver","No"
"7926",4268,859,866,2024-05-23,323.4,"Specialty Suite","2024-05","2024","05",23,2024-05-01,"Bronze","No"
"2914",1538,1068,1077,2023-12-22,225.93,"Specialty Suite","2023-12","2023","12",22,2023-12-01,"Silver","No"
"5550",2948,12115,12234,2022-06-11,197.62,"Suite","2022-06","2022","06",11,2022-06-01,"Silver","No"
"4155",2199,13386,13520,2022-12-08,234.43,"Standard","2022-12","2022","12",8,2022-12-01,"Bronze","No"
"3797",2007,8360,8438,2024-05-06,290.96,"Specialty Suite","2024-05","2024","05",6,2024-05-01,"Silver","No"
"7617",4085,1399,1409,2023-03-19,489.35,"Suite","2023-03","2023","03",19,2023-03-01,"Silver","No"
"7570",4055,2922,2949,2023-05-31,487.22,"Specialty Suite","2023-05","2023","05",31,2023-05-01,"Silver","No"
"2149",1136,8107,8183,2022-07-11,393.17,"Premier","2022-07","2022","07",11,2022-07-01,"Silver","No"
"12081",6465,8352,8430,2022-06-17,373.11,"Standard","2022-06","2022","06",17,2022-06-01,"Silver","No"
"7855",4223,4712,4753,2024-01-05,407.49,"Specialty Suite","2024-01","2024","01",5,2024-01-01,"Silver","No"
"5711",3034,9,9,2022-06-15,451.88,"Suite","2022-06","2022","06",15,2022-06-01,"Silver","No"
"13598",7300,2778,2805,2023-02-19,347.3,"Standard","2023-02","2023","02",19,2023-02-01,"Bronze","No"
"2285",1208,10055,10149,2022-03-29,242.15,"Premier","2022-03","2022","03",29,2022-03-01,"Silver","No"
"4328",2288,3735,3769,2020-05-14,275.69,"Specialty Suite","2020-05","2020","05",20,2020-05-01,"Silver","No"
"8177",4407,9870,9963,2024-05-22,346.54,"Specialty Suite","2024-05","2024","05",22,2024-05-01,"Silver","No"
"1156",610,1185,1195,2023-01-10,402.17,"Suite","2023-01","2023","01",10,2023-01-01,"Silver","No"
"13458",7223,9010,9097,2023-05-12,464,"Specialty Suite","2023-05","2023","05",12,2023-05-01,"Silver","Yes"
"8304",4478,8519,8600,2022-05-28,502.46,"Specialty Suite","2022-05","2022","05",28,2022-05-01,"Gold","Yes"
"13286",7129,6715,6777,2022-09-23,261.03,"Specialty Suite","2022-09","2022","09",23,2022-09-01,"Silver","No"
"5625",2986,1579,1589,2024-02-15,358.88,"Specialty Suite","2024-02","2024","02",15,2024-02-01,"Silver","No"
"2409",1268,7107,7174,2020-06-21,408.63,"Specialty Suite","2020-06","2020","06",20,2020-06-01,"Silver","No"
